id,instrument_1,instrument_2
3245,guitar_electronic_022-080-050,flute_synthetic_000-075-075
3246,guitar_acoustic_021-072-127,string_acoustic_056-056-075
3247,guitar_acoustic_014-076-127,flute_acoustic_002-067-025
3248,keyboard_synthetic_000-063-050,guitar_acoustic_014-069-025
3249,string_acoustic_056-064-100,flute_acoustic_002-078-025
3250,guitar_acoustic_015-056-050,keyboard_electronic_098-057-075
3251,keyboard_electronic_098-057-127,guitar_electronic_022-060-075
3252,guitar_acoustic_015-062-050,flute_synthetic_000-076-025
3253,keyboard_electronic_002-066-100,guitar_acoustic_015-083-127
3254,guitar_acoustic_014-070-050,keyboard_electronic_069-067-050
3255,keyboard_electronic_003-057-100,flute_acoustic_002-078-100
3256,flute_synthetic_000-072-050,guitar_acoustic_015-057-100
3257,string_acoustic_080-054-050,guitar_acoustic_021-081-075
3258,flute_synthetic_000-057-050,string_acoustic_056-051-025
3259,string_acoustic_057-078-127,guitar_acoustic_010-054-025
3260,flute_synthetic_000-075-075,guitar_electronic_022-048-100
3261,keyboard_acoustic_004-081-075,string_acoustic_012-053-025
3262,guitar_acoustic_015-082-127,string_acoustic_056-071-127
3263,string_acoustic_014-058-050,keyboard_electronic_078-065-075
3264,flute_acoustic_002-069-025,string_acoustic_056-062-127
3265,keyboard_electronic_078-048-050,guitar_electronic_022-084-075
3266,string_acoustic_057-067-100,flute_acoustic_002-081-075
3267,flute_synthetic_000-055-050,string_acoustic_056-061-075
3268,keyboard_electronic_078-053-050,string_acoustic_014-061-100
3269,keyboard_acoustic_004-075-100,flute_synthetic_000-049-050
3270,string_acoustic_080-048-025,guitar_acoustic_010-057-100
3271,keyboard_acoustic_004-074-100,string_acoustic_056-056-025
3272,guitar_electronic_028-077-050,string_acoustic_056-076-025
3273,guitar_acoustic_014-063-100,flute_synthetic_000-075-075
3274,guitar_acoustic_014-062-127,flute_synthetic_000-054-127
3275,flute_synthetic_000-052-025,keyboard_synthetic_000-073-075
3276,flute_synthetic_000-054-075,keyboard_electronic_098-081-100
3277,keyboard_electronic_078-053-050,guitar_acoustic_014-073-100
3278,string_acoustic_071-051-127,flute_acoustic_002-068-050
3279,flute_acoustic_002-079-127,guitar_acoustic_021-067-025
3280,flute_synthetic_000-073-075,guitar_acoustic_015-060-025
3281,flute_acoustic_002-078-050,string_acoustic_012-055-050
3282,guitar_acoustic_021-083-127,string_acoustic_056-050-127
3283,flute_synthetic_000-073-050,string_acoustic_057-058-127
3284,keyboard_electronic_098-075-127,guitar_acoustic_021-058-100
3285,string_acoustic_056-054-050,flute_synthetic_000-054-025
3286,guitar_acoustic_010-082-127,keyboard_electronic_069-059-075
3287,string_acoustic_071-052-025,flute_synthetic_000-072-050
3288,flute_synthetic_000-070-127,string_acoustic_057-059-025
3289,string_acoustic_056-071-050,flute_acoustic_002-067-050
3290,keyboard_electronic_002-066-100,flute_acoustic_002-079-100
3291,keyboard_electronic_069-064-127,string_acoustic_071-051-127
3292,string_acoustic_057-064-050,keyboard_electronic_098-057-075
3293,flute_synthetic_000-073-050,keyboard_electronic_078-056-050
3294,string_acoustic_080-048-025,keyboard_electronic_002-073-025
3295,flute_synthetic_000-073-127,guitar_acoustic_010-074-100
3296,guitar_electronic_028-066-075,string_acoustic_056-061-075
3297,flute_synthetic_000-079-025,string_acoustic_057-081-127
3298,string_acoustic_014-059-050,keyboard_electronic_002-082-075
3299,flute_synthetic_000-054-075,guitar_acoustic_014-073-100
3300,flute_synthetic_000-050-050,guitar_acoustic_015-083-127
3301,flute_synthetic_000-079-127,keyboard_electronic_078-082-100
3302,string_acoustic_056-057-127,flute_synthetic_000-083-050
3303,string_acoustic_056-072-100,guitar_acoustic_010-060-100
3304,flute_synthetic_000-057-025,keyboard_electronic_069-064-127
3305,flute_synthetic_000-081-127,guitar_acoustic_015-057-100
3306,keyboard_electronic_002-062-075,string_acoustic_057-081-127
3307,flute_synthetic_000-081-075,keyboard_electronic_002-072-050
3308,guitar_electronic_022-058-075,flute_synthetic_000-068-050
3309,guitar_electronic_028-069-025,string_acoustic_057-078-025
3310,string_acoustic_056-056-025,guitar_acoustic_014-075-050
3311,string_acoustic_057-061-050,flute_synthetic_000-076-025
3312,keyboard_electronic_078-078-100,flute_synthetic_000-054-025
3313,string_acoustic_057-079-050,flute_synthetic_000-057-025
3314,string_acoustic_057-079-050,flute_synthetic_000-081-075
3315,flute_acoustic_002-069-025,keyboard_electronic_078-059-100
3316,guitar_acoustic_015-060-025,flute_acoustic_002-083-100
3317,string_acoustic_014-059-050,guitar_acoustic_021-064-127
3318,string_acoustic_056-071-050,keyboard_electronic_003-081-127
3319,guitar_acoustic_021-084-100,flute_acoustic_002-073-127
3320,string_acoustic_057-079-025,guitar_acoustic_021-083-127
3321,string_acoustic_080-051-127,guitar_acoustic_021-081-075
3322,guitar_acoustic_021-058-050,keyboard_electronic_078-061-127
3323,keyboard_acoustic_004-075-100,flute_synthetic_000-073-075
3324,guitar_electronic_022-079-100,string_acoustic_056-059-075
3325,string_acoustic_014-055-025,guitar_acoustic_015-051-127
3326,keyboard_acoustic_004-063-127,string_acoustic_057-071-100
3327,guitar_electronic_028-052-075,string_acoustic_080-051-127
3328,string_acoustic_014-052-127,guitar_acoustic_014-074-127
3329,keyboard_electronic_098-075-100,flute_synthetic_000-083-127
3330,string_acoustic_056-069-025,flute_acoustic_002-077-050
3331,keyboard_acoustic_004-066-025,guitar_acoustic_021-072-127
3332,string_acoustic_056-057-127,flute_synthetic_000-064-127
3333,guitar_acoustic_030-064-025,string_acoustic_056-078-100
3334,flute_acoustic_002-084-075,string_acoustic_057-063-100
3335,keyboard_electronic_078-061-127,flute_synthetic_000-079-127
3336,string_acoustic_057-078-075,guitar_acoustic_021-082-127
3337,flute_synthetic_000-068-075,guitar_electronic_028-067-025
3338,string_acoustic_056-072-025,keyboard_electronic_069-054-050
3339,keyboard_synthetic_000-050-100,guitar_acoustic_010-054-025
3340,guitar_acoustic_014-074-127,keyboard_electronic_003-065-075
3341,flute_acoustic_002-077-100,string_acoustic_056-059-100
3342,flute_synthetic_000-058-100,keyboard_acoustic_004-051-127
3343,guitar_electronic_028-068-100,flute_synthetic_000-050-127
3344,keyboard_electronic_003-062-025,guitar_electronic_022-057-025
3345,flute_synthetic_000-073-127,guitar_electronic_028-048-050
3346,guitar_acoustic_010-073-075,flute_synthetic_000-073-127
3347,flute_synthetic_000-071-127,string_acoustic_057-077-050
3348,guitar_acoustic_030-073-075,keyboard_electronic_078-053-127
3349,string_acoustic_057-071-075,flute_synthetic_000-049-050
3350,flute_synthetic_000-057-025,keyboard_acoustic_004-069-100
3351,keyboard_electronic_003-053-075,string_acoustic_014-051-100
3352,flute_synthetic_000-054-127,string_acoustic_014-053-050
3353,guitar_acoustic_010-077-075,keyboard_acoustic_004-083-050
3354,keyboard_electronic_003-069-100,string_acoustic_014-049-127
3355,keyboard_electronic_098-051-025,string_acoustic_012-049-050
3356,string_acoustic_056-060-127,flute_synthetic_000-072-050
3357,guitar_electronic_022-058-050,keyboard_acoustic_004-053-025
3358,keyboard_electronic_002-067-025,string_acoustic_056-056-075
3359,string_acoustic_056-079-050,flute_synthetic_000-054-050
3360,flute_synthetic_000-048-100,keyboard_electronic_001-059-050
3361,string_acoustic_057-071-075,keyboard_electronic_002-068-100
3362,flute_synthetic_000-076-025,string_acoustic_057-079-025
3363,keyboard_acoustic_004-070-050,guitar_acoustic_015-062-100
3364,keyboard_electronic_001-068-075,string_acoustic_080-051-127
3365,guitar_acoustic_014-056-100,keyboard_acoustic_004-073-050
3366,guitar_acoustic_010-051-100,flute_synthetic_000-083-050
3367,flute_acoustic_002-081-075,guitar_acoustic_014-064-025
3368,flute_synthetic_000-052-050,guitar_electronic_028-068-050
3369,flute_synthetic_000-062-075,keyboard_electronic_078-053-050
3370,flute_synthetic_000-075-075,string_acoustic_071-052-127
3371,string_acoustic_056-074-075,flute_synthetic_000-083-050
3372,keyboard_synthetic_000-083-075,guitar_acoustic_014-072-075
3373,string_acoustic_056-075-025,keyboard_electronic_078-082-100
3374,flute_acoustic_002-080-050,guitar_acoustic_015-064-127
3375,string_acoustic_056-063-127,keyboard_electronic_069-059-127
3376,guitar_acoustic_015-074-100,keyboard_electronic_001-065-050
3377,guitar_acoustic_010-050-100,keyboard_electronic_003-080-075
3378,string_acoustic_014-059-075,keyboard_electronic_001-080-127
3379,string_acoustic_056-072-100,guitar_acoustic_030-075-100
3380,string_acoustic_056-060-075,guitar_acoustic_010-049-050
3381,guitar_acoustic_015-051-127,string_acoustic_057-058-127
3382,keyboard_electronic_002-082-127,flute_synthetic_000-081-075
3383,keyboard_electronic_098-074-050,flute_synthetic_000-052-050
3384,flute_synthetic_000-054-050,keyboard_acoustic_004-061-127
3385,flute_synthetic_000-057-050,keyboard_acoustic_004-069-100
3386,guitar_acoustic_014-061-050,string_acoustic_057-071-100
3387,keyboard_synthetic_000-073-127,string_acoustic_014-049-127
3388,guitar_acoustic_014-057-025,flute_synthetic_000-054-025
3389,guitar_acoustic_010-080-100,keyboard_acoustic_004-065-100
3390,keyboard_electronic_001-065-100,flute_acoustic_002-078-100
3391,keyboard_electronic_069-069-100,string_acoustic_057-071-075
3392,keyboard_synthetic_000-058-050,flute_acoustic_002-078-025
3393,keyboard_electronic_002-061-127,guitar_acoustic_021-068-100
3394,string_acoustic_056-069-025,guitar_electronic_028-064-050
3395,guitar_acoustic_021-083-127,keyboard_electronic_098-081-100
3396,keyboard_electronic_078-077-127,string_acoustic_014-053-025
3397,keyboard_electronic_003-052-050,flute_acoustic_002-080-050
3398,keyboard_electronic_002-075-127,guitar_acoustic_021-051-025
3399,string_acoustic_012-049-025,flute_acoustic_002-073-127
3400,flute_synthetic_000-048-127,keyboard_electronic_002-067-025
3401,keyboard_acoustic_004-053-025,string_acoustic_057-071-025
3402,string_acoustic_056-060-127,guitar_acoustic_014-048-100
3403,keyboard_electronic_078-080-075,flute_synthetic_000-049-025
3404,keyboard_acoustic_004-072-127,guitar_acoustic_015-074-075
3405,keyboard_electronic_002-058-050,flute_synthetic_000-071-127
3406,string_acoustic_056-061-075,guitar_acoustic_015-055-075
3407,guitar_acoustic_014-084-127,string_acoustic_057-081-127
3408,keyboard_electronic_002-073-075,string_acoustic_080-048-025
3409,keyboard_electronic_002-055-075,string_acoustic_014-064-050
3410,flute_synthetic_000-051-100,string_acoustic_014-053-050
3411,guitar_acoustic_021-055-100,keyboard_acoustic_004-077-100
3412,string_acoustic_057-075-075,keyboard_synthetic_000-081-025
3413,string_acoustic_014-061-127,flute_synthetic_000-064-100
3414,flute_synthetic_000-057-050,keyboard_synthetic_000-075-075
3415,keyboard_acoustic_004-071-100,string_acoustic_057-061-100
3416,keyboard_electronic_069-059-075,guitar_acoustic_014-070-050
3417,guitar_acoustic_021-058-050,flute_synthetic_000-048-100
3418,guitar_electronic_028-067-025,string_acoustic_057-070-100
3419,guitar_acoustic_014-071-025,keyboard_acoustic_004-082-075
3420,keyboard_acoustic_004-081-100,string_acoustic_071-050-050
3421,string_acoustic_014-048-075,flute_synthetic_000-062-025
3422,string_acoustic_056-059-100,guitar_acoustic_015-077-127
3423,guitar_acoustic_021-077-100,keyboard_electronic_069-066-050
3424,string_acoustic_057-071-075,flute_acoustic_002-081-075
3425,string_acoustic_057-061-100,guitar_acoustic_021-072-127
3426,keyboard_electronic_078-048-050,guitar_electronic_028-072-025
3427,flute_acoustic_002-072-127,keyboard_synthetic_000-071-127
3428,flute_synthetic_000-083-127,string_acoustic_057-078-075
3429,string_acoustic_014-062-075,keyboard_electronic_078-079-100
3430,guitar_acoustic_010-079-100,keyboard_electronic_002-068-100
3431,string_acoustic_014-061-127,guitar_acoustic_014-072-075
3432,keyboard_electronic_078-059-025,string_acoustic_012-049-050
3433,flute_synthetic_000-058-100,string_acoustic_056-065-127
3434,keyboard_electronic_003-063-075,guitar_electronic_028-072-075
3435,keyboard_electronic_001-053-025,string_acoustic_014-065-075
3436,flute_acoustic_002-078-100,keyboard_synthetic_000-061-127
3437,guitar_electronic_022-083-075,string_acoustic_057-065-100
3438,keyboard_electronic_069-061-127,string_acoustic_057-077-050
3439,string_acoustic_014-061-100,keyboard_acoustic_004-051-127
3440,flute_synthetic_000-072-075,guitar_electronic_022-079-127
3441,keyboard_electronic_078-070-127,flute_acoustic_002-078-050
3442,guitar_electronic_022-048-100,keyboard_electronic_003-050-050
3443,flute_synthetic_000-063-075,string_acoustic_014-049-100
3444,guitar_acoustic_021-053-025,flute_synthetic_000-048-100
3445,keyboard_acoustic_004-048-075,flute_acoustic_002-069-025
3446,keyboard_electronic_002-073-025,string_acoustic_012-049-050
3447,keyboard_electronic_003-073-075,flute_synthetic_000-058-100
3448,flute_synthetic_000-058-025,guitar_acoustic_015-071-025
3449,keyboard_electronic_098-057-127,string_acoustic_014-064-050
3450,guitar_acoustic_010-079-100,string_acoustic_056-054-050
3451,string_acoustic_056-058-025,flute_acoustic_002-077-050
3452,guitar_electronic_022-063-075,flute_synthetic_000-055-050
3453,keyboard_electronic_001-054-050,string_acoustic_080-050-075
3454,string_acoustic_057-067-100,keyboard_synthetic_000-080-100
3455,string_acoustic_057-061-050,guitar_acoustic_014-057-100
3456,keyboard_electronic_078-051-127,flute_synthetic_000-073-050
3457,guitar_acoustic_021-069-025,string_acoustic_071-052-075
3458,guitar_acoustic_015-082-127,string_acoustic_057-084-127
3459,keyboard_electronic_002-078-127,flute_synthetic_000-054-025
3460,keyboard_electronic_002-078-127,string_acoustic_056-065-100
3461,keyboard_electronic_002-074-025,guitar_acoustic_010-065-025
3462,guitar_acoustic_014-067-100,flute_synthetic_000-072-025
3463,flute_synthetic_000-052-127,string_acoustic_057-084-127
3464,string_acoustic_056-074-075,flute_synthetic_000-061-050
3465,guitar_electronic_022-063-025,string_acoustic_056-051-025
3466,string_acoustic_056-078-127,keyboard_acoustic_004-050-127
3467,flute_acoustic_002-075-100,keyboard_acoustic_004-063-100
3468,string_acoustic_014-049-100,flute_acoustic_002-072-127
3469,string_acoustic_014-053-025,guitar_acoustic_010-049-100
3470,keyboard_acoustic_004-050-025,string_acoustic_057-078-075
3471,keyboard_synthetic_000-075-075,guitar_acoustic_015-060-050
3472,keyboard_acoustic_004-073-050,flute_synthetic_000-049-025
3473,keyboard_synthetic_000-083-075,flute_acoustic_002-078-025
3474,flute_synthetic_000-054-050,string_acoustic_012-048-100
3475,guitar_electronic_022-063-025,flute_synthetic_000-055-050
3476,flute_synthetic_000-054-075,string_acoustic_057-075-075
3477,guitar_acoustic_010-055-075,flute_synthetic_000-060-025
3478,string_acoustic_057-077-075,flute_synthetic_000-073-075
3479,keyboard_electronic_069-080-100,guitar_acoustic_014-056-025
3480,keyboard_synthetic_000-073-025,guitar_acoustic_015-062-025
3481,string_acoustic_012-055-025,keyboard_electronic_078-070-127
3482,guitar_acoustic_010-079-100,flute_synthetic_000-083-127
3483,guitar_acoustic_010-056-100,flute_synthetic_000-083-127
3484,keyboard_electronic_001-071-025,string_acoustic_057-063-075
3485,string_acoustic_014-048-075,guitar_acoustic_030-081-050
3486,flute_synthetic_000-049-025,string_acoustic_057-070-100
3487,flute_acoustic_002-078-025,keyboard_electronic_069-058-050
3488,guitar_acoustic_014-056-025,keyboard_electronic_002-067-075
3489,keyboard_electronic_078-052-050,string_acoustic_014-049-127
3490,guitar_acoustic_010-071-075,keyboard_synthetic_000-055-025
3491,guitar_acoustic_014-066-050,keyboard_synthetic_000-083-050
3492,string_acoustic_057-063-075,guitar_electronic_028-077-050
3493,guitar_electronic_022-050-127,string_acoustic_057-063-100
3494,guitar_acoustic_010-049-050,flute_synthetic_000-057-050
3495,flute_synthetic_000-050-050,guitar_acoustic_021-051-025
3496,string_acoustic_056-079-127,flute_acoustic_002-083-100
3497,keyboard_electronic_078-067-100,flute_synthetic_000-072-025
3498,flute_synthetic_000-060-025,guitar_acoustic_021-069-127
3499,string_acoustic_012-053-025,flute_synthetic_000-071-127
3500,flute_synthetic_000-057-050,string_acoustic_057-071-100
3501,keyboard_electronic_002-063-050,guitar_acoustic_010-060-127
3502,guitar_electronic_028-082-050,string_acoustic_057-065-100
3503,flute_synthetic_000-054-127,keyboard_electronic_098-068-100
3504,string_acoustic_057-078-075,guitar_electronic_028-067-025
3505,keyboard_electronic_078-068-050,string_acoustic_056-079-050
3506,keyboard_synthetic_000-082-127,string_acoustic_014-054-127
3507,keyboard_electronic_078-063-127,guitar_acoustic_015-083-127
3508,guitar_acoustic_014-057-075,string_acoustic_014-049-100
3509,flute_synthetic_000-075-075,keyboard_acoustic_004-069-100
3510,guitar_acoustic_030-077-100,string_acoustic_057-064-025
3511,guitar_electronic_028-048-127,keyboard_acoustic_004-079-075
3512,flute_acoustic_002-078-025,string_acoustic_056-059-127
3513,string_acoustic_056-074-100,keyboard_electronic_069-072-100
3514,string_acoustic_014-058-100,guitar_acoustic_015-062-050
3515,keyboard_electronic_098-062-050,flute_synthetic_000-052-025
3516,keyboard_synthetic_000-063-075,string_acoustic_056-071-100
