qualities,pitch,note,instrument_source_str,velocity,instrument_str,instrument,sample_rate,qualities_str,instrument_source,note_str,instrument_family,instrument_family_str
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,294936,electronic,100,organ_electronic_001,8,16000,[],1,organ_electronic_001-065-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93,145246,synthetic,25,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-093-025,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",102,118904,acoustic,25,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-102-025,3,guitar
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",59,273117,electronic,127,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-059-127,4,keyboard
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",39,116622,synthetic,127,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-039-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",98,103585,acoustic,75,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-098-075,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",53,54961,acoustic,25,string_acoustic_056,436,16000,"['fast_decay', 'percussive', 'reverb']",0,string_acoustic_056-053-025,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",63,89933,electronic,50,keyboard_electronic_002,50,16000,[],1,keyboard_electronic_002-063-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",47,67350,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-047-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",43,22699,acoustic,50,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-043-050,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",36,290031,electronic,50,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-036-050,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",57,143536,synthetic,75,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-057-075,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",67,219669,synthetic,25,bass_synthetic_034,420,16000,"['distortion', 'tempo-synced']",2,bass_synthetic_034-067-025,0,bass
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",103,172588,electronic,50,keyboard_electronic_002,50,16000,"['bright', 'fast_decay', 'percussive']",1,keyboard_electronic_002-103-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58,154302,electronic,100,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-058-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",57,93995,acoustic,100,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-057-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",45,135581,acoustic,100,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-045-100,3,guitar
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101,291538,electronic,75,organ_electronic_028,440,16000,['bright'],1,organ_electronic_028-101-075,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",39,121308,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-039-127,2,flute
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",35,260991,electronic,100,bass_electronic_018,759,16000,[],1,bass_electronic_018-035-100,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",97,44685,acoustic,100,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-097-100,5,mallet
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",26,223950,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-026-050,0,bass
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",39,110220,acoustic,75,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-039-075,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",59,235371,electronic,127,bass_electronic_025,872,16000,[],1,bass_electronic_025-059-127,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",36,196391,synthetic,75,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-036-075,0,bass
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",25,22732,electronic,75,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-025-075,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",83,289927,electronic,75,keyboard_electronic_069,805,16000,['distortion'],1,keyboard_electronic_069-083-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",58,66849,acoustic,100,brass_acoustic_015,121,16000,['reverb'],0,brass_acoustic_015-058-100,1,brass
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",86,5594,synthetic,50,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-086-050,10,vocal
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",39,177180,electronic,127,keyboard_electronic_001,40,16000,[],1,keyboard_electronic_001-039-127,4,keyboard
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",67,47874,acoustic,100,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-067-100,8,string
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",29,219375,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-029-025,0,bass
"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",50,302892,synthetic,100,keyboard_synthetic_000,577,16000,"['distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-050-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,163270,electronic,75,organ_electronic_113,958,16000,[],1,organ_electronic_113-065-075,6,organ
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102,154301,acoustic,50,guitar_acoustic_010,219,16000,['bright'],0,guitar_acoustic_010-102-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",77,242527,electronic,100,organ_electronic_104,921,16000,[],1,organ_electronic_104-077-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",64,108801,acoustic,100,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-064-100,7,reed
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",31,274214,electronic,50,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-031-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",72,137876,electronic,25,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-072-025,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",94,47496,acoustic,100,guitar_acoustic_010,219,16000,[],0,guitar_acoustic_010-094-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",29,119488,acoustic,50,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-029-050,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",38,276832,electronic,50,keyboard_electronic_001,40,16000,['dark'],1,keyboard_electronic_001-038-050,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101,116547,electronic,100,guitar_electronic_028,510,16000,['bright'],1,guitar_electronic_028-101-100,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",49,133967,acoustic,25,reed_acoustic_037,387,16000,['reverb'],0,reed_acoustic_037-049-025,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24,1514,acoustic,75,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-024-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",68,224736,synthetic,50,bass_synthetic_098,803,16000,[],2,bass_synthetic_098-068-050,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",52,3971,acoustic,127,string_acoustic_012,97,16000,"['long_release', 'reverb']",0,string_acoustic_012-052-127,8,string
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",88,288063,electronic,50,keyboard_electronic_098,905,16000,['fast_decay'],1,keyboard_electronic_098-088-050,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",76,249871,electronic,25,keyboard_electronic_002,50,16000,['fast_decay'],1,keyboard_electronic_002-076-025,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",86,104824,synthetic,25,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-086-025,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",72,147948,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-072-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",58,252659,electronic,50,keyboard_electronic_002,50,16000,[],1,keyboard_electronic_002-058-050,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",84,162949,synthetic,100,bass_synthetic_068,656,16000,['fast_decay'],2,bass_synthetic_068-084-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",63,227998,acoustic,127,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-063-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",32,2845,acoustic,25,brass_acoustic_059,572,16000,['reverb'],0,brass_acoustic_059-032-025,1,brass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",89,171515,acoustic,50,guitar_acoustic_014,263,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_014-089-050,3,guitar
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",74,277846,electronic,25,organ_electronic_007,123,16000,"['distortion', 'long_release', 'nonlinear_env']",1,organ_electronic_007-074-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",65,136377,acoustic,75,reed_acoustic_011,104,16000,[],0,reed_acoustic_011-065-075,7,reed
"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0]",82,269381,synthetic,127,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env']",2,keyboard_synthetic_000-082-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69,183975,synthetic,50,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-069-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82,299861,electronic,25,organ_electronic_104,921,16000,[],1,organ_electronic_104-082-025,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",29,239022,electronic,75,keyboard_electronic_003,65,16000,['distortion'],1,keyboard_electronic_003-029-075,4,keyboard
"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",68,134016,acoustic,50,mallet_acoustic_062,644,16000,"['dark', 'fast_decay', 'multiphonic']",0,mallet_acoustic_062-068-050,5,mallet
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",28,258147,electronic,100,bass_electronic_025,872,16000,[],1,bass_electronic_025-028-100,0,bass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102,179192,electronic,50,organ_electronic_028,440,16000,['bright'],1,organ_electronic_028-102-050,6,organ
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",87,39750,acoustic,50,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-087-050,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",62,22943,acoustic,25,brass_acoustic_059,572,16000,"['dark', 'reverb']",0,brass_acoustic_059-062-025,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",23,183679,electronic,50,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-023-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,212478,electronic,100,organ_electronic_001,8,16000,[],1,organ_electronic_001-071-100,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",53,17751,electronic,127,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-053-127,6,organ
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",44,294640,electronic,75,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-044-075,4,keyboard
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",96,30916,acoustic,25,string_acoustic_057,450,16000,"['bright', 'nonlinear_env', 'reverb']",0,string_acoustic_057-096-025,8,string
"[0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",95,290,acoustic,25,reed_acoustic_023,224,16000,"['fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-095-025,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",79,31528,electronic,25,guitar_electronic_028,510,16000,[],1,guitar_electronic_028-079-025,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",32,246228,electronic,127,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-032-127,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",46,84973,acoustic,25,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-046-025,1,brass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",48,265369,synthetic,25,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-048-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",87,50535,acoustic,25,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-087-025,2,flute
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",98,131716,acoustic,50,guitar_acoustic_015,316,16000,"['fast_decay', 'percussive', 'reverb']",0,guitar_acoustic_015-098-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",42,92746,acoustic,75,string_acoustic_080,675,16000,['reverb'],0,string_acoustic_080-042-075,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",74,84690,acoustic,50,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-074-050,1,brass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",39,196712,synthetic,75,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-039-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",64,30964,acoustic,25,brass_acoustic_059,572,16000,['reverb'],0,brass_acoustic_059-064-025,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",25,128548,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-025-050,3,guitar
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",90,5405,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-090-127,2,flute
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",20,213270,synthetic,50,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-020-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",66,162281,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-066-050,3,guitar
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",49,21553,electronic,100,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-049-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",23,202327,electronic,25,bass_electronic_018,759,16000,['percussive'],1,bass_electronic_018-023-025,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",61,253880,electronic,127,keyboard_electronic_002,50,16000,['distortion'],1,keyboard_electronic_002-061-127,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",27,41728,acoustic,50,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-027-050,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",42,291138,electronic,100,organ_electronic_057,701,16000,['dark'],1,organ_electronic_057-042-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",37,136261,acoustic,75,guitar_acoustic_014,263,16000,[],0,guitar_acoustic_014-037-075,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",36,58432,acoustic,100,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-036-100,1,brass
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",99,59607,electronic,25,guitar_electronic_028,510,16000,['bright'],1,guitar_electronic_028-099-025,3,guitar
"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",45,117950,acoustic,50,string_acoustic_056,436,16000,"['fast_decay', 'reverb']",0,string_acoustic_056-045-050,8,string
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",54,272214,electronic,25,bass_electronic_025,872,16000,[],1,bass_electronic_025-054-025,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",50,302762,electronic,127,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-050-127,3,guitar
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",42,64603,acoustic,75,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-042-075,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",49,50036,acoustic,100,brass_acoustic_059,572,16000,['reverb'],0,brass_acoustic_059-049-100,1,brass
"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]",50,129525,acoustic,25,reed_acoustic_023,224,16000,"['bright', 'fast_decay', 'multiphonic', 'nonlinear_env']",0,reed_acoustic_023-050-025,7,reed
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",46,257619,acoustic,75,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-046-075,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",31,81530,acoustic,75,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-031-075,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",28,107797,acoustic,75,string_acoustic_012,97,16000,['reverb'],0,string_acoustic_012-028-075,8,string
"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]",45,47460,synthetic,25,vocal_synthetic_003,37,16000,"['distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-045-025,10,vocal
"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",49,190481,acoustic,127,mallet_acoustic_062,644,16000,"['dark', 'long_release', 'multiphonic']",0,mallet_acoustic_062-049-127,5,mallet
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",41,303367,electronic,25,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-041-025,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",52,288677,electronic,75,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-052-075,6,organ
"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",63,167464,electronic,50,bass_electronic_018,759,16000,['fast_decay'],1,bass_electronic_018-063-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",82,264723,electronic,50,guitar_electronic_022,378,16000,[],1,guitar_electronic_022-082-050,3,guitar
"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]",91,31646,synthetic,25,vocal_synthetic_003,37,16000,"['bright', 'distortion', 'long_release', 'nonlinear_env']",2,vocal_synthetic_003-091-025,10,vocal
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",107,282882,synthetic,50,bass_synthetic_068,656,16000,"['bright', 'fast_decay', 'percussive']",2,bass_synthetic_068-107-050,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",79,188844,electronic,100,organ_electronic_028,440,16000,[],1,organ_electronic_028-079-100,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95,111633,synthetic,100,bass_synthetic_033,417,16000,[],2,bass_synthetic_033-095-100,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",55,3540,acoustic,50,brass_acoustic_016,128,16000,[],0,brass_acoustic_016-055-050,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",79,143233,acoustic,127,flute_acoustic_002,86,16000,['reverb'],0,flute_acoustic_002-079-127,2,flute
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",53,207342,electronic,25,organ_electronic_113,958,16000,['dark'],1,organ_electronic_113-053-025,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",68,302204,acoustic,100,keyboard_acoustic_004,327,16000,['reverb'],0,keyboard_acoustic_004-068-100,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",66,99222,electronic,127,organ_electronic_057,701,16000,[],1,organ_electronic_057-066-127,6,organ
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",90,272164,electronic,75,keyboard_electronic_002,50,16000,"['fast_decay', 'percussive']",1,keyboard_electronic_002-090-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",35,7979,acoustic,50,keyboard_acoustic_004,327,16000,"['dark', 'reverb']",0,keyboard_acoustic_004-035-050,4,keyboard
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",57,235872,electronic,100,keyboard_electronic_003,65,16000,[],1,keyboard_electronic_003-057-100,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",80,186255,synthetic,127,bass_synthetic_134,914,16000,"['fast_decay', 'percussive', 'reverb']",2,bass_synthetic_134-080-127,0,bass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",97,290386,electronic,75,keyboard_electronic_098,905,16000,"['fast_decay', 'percussive']",1,keyboard_electronic_098-097-075,4,keyboard
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",30,252756,synthetic,127,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-030-127,0,bass
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",68,69679,acoustic,127,brass_acoustic_006,43,16000,"['long_release', 'reverb']",0,brass_acoustic_006-068-127,1,brass
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",104,135235,acoustic,100,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-104-100,3,guitar
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",69,270061,synthetic,25,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-069-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",26,263123,electronic,100,bass_electronic_027,880,16000,[],1,bass_electronic_027-026-100,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",34,208147,synthetic,75,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-034-075,0,bass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",44,267799,synthetic,100,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-044-100,0,bass
"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",75,237846,electronic,100,keyboard_electronic_002,50,16000,"['distortion', 'fast_decay']",1,keyboard_electronic_002-075-100,4,keyboard
"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",91,68842,acoustic,25,mallet_acoustic_047,488,16000,"['fast_decay', 'percussive', 'reverb']",0,mallet_acoustic_047-091-025,5,mallet
"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",103,151683,acoustic,75,guitar_acoustic_021,457,16000,"['fast_decay', 'percussive']",0,guitar_acoustic_021-103-075,3,guitar
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",44,304637,electronic,50,keyboard_electronic_078,838,16000,['bright'],1,keyboard_electronic_078-044-050,4,keyboard
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",45,21623,synthetic,50,bass_synthetic_135,927,16000,['distortion'],2,bass_synthetic_135-045-050,0,bass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",50,71042,synthetic,127,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-050-127,2,flute
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",106,51827,acoustic,25,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-106-025,1,brass
"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",42,35317,electronic,127,keyboard_electronic_098,905,16000,"['dark', 'distortion']",1,keyboard_electronic_098-042-127,4,keyboard
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101,136642,acoustic,50,guitar_acoustic_010,219,16000,['bright'],0,guitar_acoustic_010-101-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",38,202934,electronic,25,bass_electronic_027,880,16000,[],1,bass_electronic_027-038-025,0,bass
"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0]",49,246011,synthetic,75,bass_synthetic_009,150,16000,"['bright', 'distortion', 'long_release']",2,bass_synthetic_009-049-075,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",69,271015,electronic,75,organ_electronic_113,958,16000,[],1,organ_electronic_113-069-075,6,organ
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",33,282780,electronic,25,organ_electronic_028,440,16000,['dark'],1,organ_electronic_028-033-025,6,organ
"[1, 0, 1, 1, 0, 0, 1, 1, 0, 0]",100,296293,synthetic,75,keyboard_synthetic_000,577,16000,"['bright', 'distortion', 'fast_decay', 'nonlinear_env', 'percussive']",2,keyboard_synthetic_000-100-075,4,keyboard
"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",85,36434,acoustic,127,brass_acoustic_046,414,16000,['long_release'],0,brass_acoustic_046-085-127,1,brass
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",44,282660,synthetic,127,bass_synthetic_098,803,16000,['distortion'],2,bass_synthetic_098-044-127,0,bass
"[0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",23,246680,synthetic,25,bass_synthetic_134,914,16000,"['dark', 'reverb']",2,bass_synthetic_134-023-025,0,bass
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",29,76024,acoustic,127,brass_acoustic_006,43,16000,['reverb'],0,brass_acoustic_006-029-127,1,brass
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",71,53869,electronic,50,organ_electronic_104,921,16000,[],1,organ_electronic_104-071-050,6,organ
"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86,80014,acoustic,25,reed_acoustic_018,183,16000,[],0,reed_acoustic_018-086-025,7,reed
"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",41,5448,synthetic,75,flute_synthetic_000,82,16000,['distortion'],2,flute_synthetic_000-041-075,2,flute
"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",25,27362,acoustic,100,string_acoustic_080,675,16000,"['long_release', 'reverb']",0,string_acoustic_080-025-100,8,string
"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",37,270498,electronic,50,guitar_electronic_022,378,16000,['dark'],1,guitar_electronic_022-037-050,3,guitar
"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",46,89366,acoustic,100,string_acoustic_012,97,16000,['reverb'],0,string_acoustic_012-046-100,8,string
